JD,VHELIO,VRELERR
2456991.61459,-14.383615697140772,0.45899927827176634
2456934.75178,-23.404125594117446,0.40357789958228923
2456487.9625,-20.60000437761944,0.720873598147764
2456937.74721,-10.13662161996226,0.592960391893154
2456254.61304,-32.44012783234168,0.3939608309223722
2456933.76336,-20.53902971902151,0.37993381649647573
2456936.75399,-17.315348795782835,0.39525128321247416
2456971.66713,-6.494253531942634,0.4544551439811551
2456559.77676,-22.84423032837902,0.42778193945265397
