JD,VHELIO,VRELERR
2458241.75473,-134.74719427271577,0.031613142303716424
2458689.70824,-135.4771695921482,0.03431584214738908
2458619.77201,-137.6182567702843,0.0588832441405568
2458352.60367,-135.1293354983294,0.059659183219803895
2458707.63668,-135.0751354151397,0.08063596773185845
